uf,numeroZE,numeroLocalVotacao,nome,endereco,quantidadeSecoes,latitude,longitude
DF,11,1104,ESCOLA CLASSE DA VILA DO RCG,"VILA DO RCG, RUA C, ÁREA ESPECIAL, S/N",4,-15.7623762,-47.949789
DF,11,1112,ESCOLA CLASSE SMU,"QRO, AREA ESPECIAL, SETOR MILITAR URBANO",8,-15.7747777,-47.9313236
DF,11,1120,CENTRO EDUCACIONAL 02,"SHCES Q 805, LOTE 02,  ÁREA ESPECIAL, CRUZEIRO NOVO",20,-15.7966038,-47.9386976
DF,11,1139,CANDANGUINHO - PUERI (ATUAL MAPLE BEAR ),"EQSW 303/304, SETOR SUDOESTE",21,-15.8007184,-47.9278
DF,11,1147,COLÉGIO DROMOS,"SQSW/EQSW 303/304, LOTE 03, SETOR SUDOESTE",12,-15.7961321,-47.9230394
DF,11,1155,COLEGIO SOMA,"SHCES Q 609, LOTE 01, CRUZEIRO NOVO",10,-15.7932485,-47.9387536
DF,11,1163,COLEGIO CIMAN,"SH/AOS ENTRE AREAS 01/04, LOTE 08, OCTOGONAL",29,-15.8074155,-47.9400421
DF,11,1171,CASA THOMAS JEFFERSON,"SHCSW/EQSW 301/302, LOTE 02, SETOR SUDOESTE",20,-15.7961321,-47.9230394
DF,11,1180,ESCOLA CANADENSE DE BRASÍLIA ( ANTIGA MAPLE BEAR ),"SIG QUADRA 08, LOTE 2225, PARTE F, SIG",16,-15.7956629,-47.9149925
DF,13,1015,CENTRO DE ENSINO FUNDAMENTAL 404,QS 404 AREA ESPECIAL 01,15,-15.86658694,-48.08424866
DF,13,1031,ESCOLA CLASSE 403,QN 403/405  AREA ESPECIAL,14,-15.8736133,-48.0980085
DF,13,1040,ESCOLA CLASSE 111,QS 111 AREA ESPECIAL 10,10,-15.88556735,-48.10530177
DF,13,1147,ESCOLA CLASSE 325,QR 325 AREA ESPECIAL 01,16,-15.89731092,-48.12273874
DF,13,1155,ESCOLA CLASSE 407,QR 407/409 AE 01,15,-15.87460257,-48.10362911
DF,13,1201,ESCOLA CLASSE 431,QS 431 AE 01,18,-15.8954867,-48.1437081
DF,13,1244,CENTRO DE ENSINO FUNDAMENTAL 312,QS 312  CONJUNTO 05 LOTE 01,18,-15.87652147,-48.06866084
DF,13,1317,ESCOLA CLASSE 108,QS 108/110 AE 01,20,-15.87260108,-48.07492325
DF,13,1325,CENTRO DE ENSINO FUNDAMENTAL 120,QN 120/122 CONJUNTO 04 LOTE 01,15,-15.86960454,-48.05957315
DF,13,1341,ESCOLA CLASSE 303,QR 303 CONJUNTO 12,12,-15.88236779,-48.09415071
DF,13,1376,ESCOLA CLASSE 614,QR 614 AREA ESPECIAL 01,10,-15.85354464,-48.07448942
DF,13,1414,CENTRO DE ENSINO MÉDIO 414,QS 414 AE 01,18,-15.8592456,-48.07184764
DF,13,1422,ESCOLA CLASSE 604,QS 604 AE,12,-15.8613165,-48.08773311
DF,13,1430,CENTRO DE ENSINO FUNDAMENTAL 619,QS 619 AE 01,9,-15.8791115,-48.12255992
DF,13,1449,ESCOLA CLASSE 318,QN 318 CONJUNTO 04 LOTE 01,15,-15.87575173,-48.06300104
DF,13,1457,ESCOLA CLASSE 121,QS 121 CONJUNTO 01 LOTE 01,13,-15.89270703,-48.12055522
DF,13,1538,CENTRO EDUCACIONAL MYRIAM ERVILHA,DF 280 KM 14 - SAMAMBAIA,14,-15.9407055,-48.2417339
DF,13,1546,CENTRO DE ENSINO MÉDIO 304,QR 304 CONJUNTO 04 LOTE 01,16,-15.87945762,-48.07929964
DF,13,1554,CENTRO DE EDUCAÇÃO INFANTIL 307,QR 307 CONJUNTO 08 AE 01,10,-15.88544177,-48.09946332
DF,13,1562,CENTRO DE ENSINO FUNDAMENTAL 427,QN 427 AE 2,15,-15.8925939,-48.13831766
DF,13,1570,CAIC AYRTON SENNA,QR 117 SETOR URBANO,11,-15.89009684,-48.11206434
DF,13,1589,ESCOLA CLASSE 419,QS 419 AE 01,12,-15.88493224,-48.11953613
DF,13,1597,CAIC HELENA REIS,QR 409 AE 01,17,-15.87703602,-48.10536157
DF,13,1600,CCI SÊNIOR,QN 401 CONJUNTO D LOTES 01/02,27,-15.86689032,-48.0958247
DF,13,1619,CENTRO DE ENSINO 412,QN 412 AREA ESPECIAL 01,14,-15.85682127,-48.07515165
DF,13,1627,ESCOLA CLASSE 831,QR 831 LOTE 01,1,-15.8877233,-48.1477062
DF,13,1660,CENTRO DE EDUCAÇÃO INFANTIL 210,QN 210 AE - SAMAMBAIA NORTE,14,-15.8584585,-48.0756280
DF,13,1678,CENTRO DE ENSINO FUNDAMENTAL 411,QN 411 AE SETOR NORTE - SAMAMBAIA NORTE,15,-15.8773304,-48.1096840
DF,13,1686,CENTRO EDUCACIONAL 123,QR 123 AE SETOR SUL - SAMAMBAIA SUL,15,-15.8933101,-48.1229451
DF,14,1015,CENTRO DE ENSINO FUNDAMENTAL 102 NORTE,SQN 102 A/E,8,-15.7819276,-47.8828857
DF,14,1023,CENTRO DE ENSINO FUNDAMENTAL 104 NORTE,SQN 104,7,-15.7749367,-47.883605
DF,14,1031,CENTRO EDUCACIONAL LEONARDO DA VINCI,SGAN 914 CONJUNTO I,29,-15.7462345,-47.9003217
DF,14,1040,COLEGIO SANTA DOROTEIA,SGAN 911 MODULO B,17,-15.7577851,-47.8995811
DF,14,1058,ESCOLA CLASSE 113 NORTE,SQN 113 A/E,9,-15.7477059,-47.8904828
DF,14,1074,SIGMA (ANTIGO INEI),SGAN 606 A/E MODULO A,17,-15.7690141,-47.8749953
DF,14,1082,COLEGIO MARISTA JOAO PAULO II,SEPN 702 LOTE B,12,-15.78208,-47.8879417
DF,14,1090,ESCOLA CLASSE 304 NORTE,SQN 304,7,-15.7766245,-47.886099
DF,14,1104,ESCOLA CLASSE 415 NORTE,SQN 415,5,-15.7396445,-47.8864426
DF,14,1112,ESCOLA CLASSE 312 NORTE,SQN 312,7,-15.7524201,-47.8928102
DF,14,1120,CENTRO DE EDUCACAO INFANTIL 316 NORTE,SQN  316,9,-15.739048,-47.8964001
DF,14,1139,ESCOLA CLASSE 403 NORTE,SQN 403 A/E,8,-15.7775358,-47.8758473
DF,14,1147,ESCOLA CLASSE 405 NORTE,SQN 405 A/E,6,-15.7708013,-47.8766153
DF,14,1155,ESCOLA CLASSE 407 NORTE,SQN 407 A/E,5,-15.7623758,-47.8788083
DF,14,1163,CENTRO DE ENSINO FUNDAMENTAL 410 NORTE,SQN 410 A/E,8,-15.7552862,-47.8814252
DF,14,1171,ESCOLA CLASSE 411 NORTE,SQN 411 ÁREA ESPECIAL,7,-15.7529585,-47.8820416
DF,14,1201,IESB - INSTITUTO DE EDUCACAO SUPERIOR DE BRASILIA,SGAN 609 MODULO D,18,-15.7575555,-47.8782928
DF,14,1236,CENTRO EDUCACIONAL GISNO,SGAN 907 MODULO A,13,-15.769193,-47.8943992
DF,14,1317,UNICEUB,SEPN 707/907,33,-15.7669262,-47.8931509
DF,14,1333,FUNDACAO LOGOSOFICA,HCGN 704 A/E,8,-15.7766647,-47.8904068
DF,14,1384,ESCOLA CLASSE 115 NORTE,SQN 115,8,-15.7412867,-47.8926141
DF,14,1406,COLEGIO MADRE CARMEN SALLES,SGAN 604 LOTE D,8,-15.7748356,-47.8742135
DF,14,1457,COLÉGIO IDEAL,SGAN 916 MODULO B,11,-15.7417805,-47.9018561
DF,14,1465,CENTRO DE ENSINO MEDIO PAULO FREIRE,SGAN 610 MODULO A,6,-15.7558737,-47.8786147
DF,14,1481,CEAN - CENTRO DE ENSINO MEDIO ASA NORTE,SGAN 606 MODULO G/H,8,-15.7666951,-47.8754442
DF,14,1490,CENTRO DE ENSINO FUNDAMENTAL 7 DE BRASILIA,SGAN 912 MODULO A/B,12,-15.7550554,-47.8986904
DF,14,1562,UNB - PAVILHAO JOAO CALMON,CAMPUS UNIVERSITARIO DARCY RIBEIRO,5,-15.75865,-47.8703298
DF,14,1570,ESCOLA DNA,EQN 204/404 LOTE C,7,-15.7741556,-47.8776702
DF,14,1589,COLEGIO SAGRADA FAMILIA,SGAN 906 LOTE C,11,-15.7714947,-47.8926218
DF,14,1619,ESCOLA PARQUE 210 NORTE,EQN 210/211 A/E,8,-15.754144,-47.8833441
DF,14,1651,CENTRO EDUCACIONAL SIGMA,SGAN 910 MÓDULO E,6,-15.7593134,-47.8963548
DF,15,1015,CENTRO EDUCACIONAL Nº 02,EQSA 25/24 QSD 09/11  AE S/N,20,-15.8420733,-48.0474333
DF,15,1023,CEF Nº 15,QSA 03/04 ÁREA ESPECIAL,15,-15.83466363,-48.05442931
DF,15,1058,ESCOLA TÉCNICA DE BRASÍLIA,QS 07 LOTE 02/08 - AVENIDA ÁGUAS CLARAS - VILA AREAL,12,-15.8609371,-48.0280141
DF,15,1090,CEF Nº 8,QNA 52 ÁREA ESPECIAL S/ N,11,-15.81753254,-48.05864278
DF,15,1112,ESCOLA CLASSE N 1,QSC 01 AE 01,3,-15.83603019,-48.06179764
DF,15,1120,CEMAB - CENTRO DE ENSINO MÉDIO AVE BRANCA,QSA 03/05 ÁREA ESPECIAL,24,-15.83575074,-48.05360304
DF,15,1139,CEF Nº 10,QSE 05/07 ÁREA ESPECIAL N 01,13,-15.85672593,-48.0415316
DF,15,1147,ESCOLA CLASSE N 11,QSE 12/14  AE S/N,10,-15.85681992,-48.04410488
DF,15,1180,CENTRO DE EDUCAÇÃO INFANTIL Nº 04 (ESCOLA CLASSE Nº 23),ECNA 01/02 ÁREA ESPECIAL S/ N,6,-15.8269269,-48.0577638
DF,15,1198,CEF Nº 3,EQSA 25/24 QSD 09/11 ÁREA ESPECIAL S/ N,12,-15.8400029,-48.0491548
DF,15,1210,ESCOLA CLASSE 54 (CEF  Nº 18 - ESCOLA NORMAL),QSD 32 ÁREA P/ ESCOLA N 02,10,-15.8536967,-48.048635
DF,15,1228,CENTRO DE ENS MÉDIO Nº 3,QSE 05 ÁREA ESPECIAL N 14,17,-15.8599501,-48.0399327
DF,15,1287,CILT - CENTRO INTERESCOLAR DE LINGUAS DE TAGUATINGA,QSB 02/03 ÁREA ESPECIAL N 03/04,12,-15.83630406,-48.0580709
DF,15,1295,ESCOLA CLASSE ARNIQUEIRA,SMPW 04 CJ 04 LT 05 - COL. AGR. ARNIQUEIRA,5,-15.8621848,-48.0008416
DF,15,1309,CENTRO EDUC STELLA MARIS,SETOR C 07 - PARTE B - AE P/ IGREJA CATÓLICA,18,-15.8322195,-48.0561993
DF,15,1317,ESCOLA LA SALLE,QUADRA 301 ÁREA ESPECIAL S/N,38,-15.8274594,-48.013953
DF,15,1350,CEF Nº 09,QSD AE 02 SETOR D,11,-15.8433285,-48.0496572
DF,15,1384,COLEGIO LEONARDO DA VINCI,QS 03 RUA 420 LOTE 02,37,-15.8477288,-48.0413271
DF,15,1392,ESCOLA CLASSE VILA AREAL,QS 06 CONJUNTO 430,8,-15.859955,-48.025274
DF,15,1414,UNIPLAN -CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL,"AVENIDA PAU BRASIL, LOTE 2 - ÁGUAS CLARAS - DISTRITO FEDERAL",36,-15.8385399,-48.0264639
DF,15,1422,CENTRO DE EDUCAÇÃO INFANTIL,"QS 11, A/E 01 - AREAL(ÁGUAS CLARAS) - DISTRITO FEDERAL",8,-15.87068176,-48.01508192
DF,15,1449,CENTRO UNIVERSITARIO EURO AMERICANO - UNIEURO,AVENIDA CASTANHEIRAS LOTE 370,41,-15.8322424,-48.037452
DF,15,1457,CENTRO EDUCACIONAL CATOLICA DE BRASILIA,QS 07 LOTE 1 EPCT - TAGUATINGA SUL,24,-15.8627607,-48.0330119
DF,15,1465,COLÉGIO MARISTA - ÁGUAS CLARAS,RUA TAMBORIL LOTE 1,20,-15.83691175,-48.00788996
DF,15,1473,ESCOLA CLASSE 19 DE TAGUATINGA,"QNA 39, A/E",4,-15.82275654,-48.05683838
DF,15,1481,CENTRO EDUCACIONAL SIGMA,"RUA 14 SUL, LOTE 06",17,-15.8387381,-48.0190753
DF,15,1490,ESCOLA ATUAL,"QUADRA 204, LOTE 01",10,-15.8405492,-48.01785507
DF,15,1538,COLÉGIO OLIMPO LTDA,"RUA 7 SUL, LOTE 04",10,-15.8364575,-48.0134833
DF,15,1562,FACULDADE PROCESSUS - CAMPUS II,AVENIDA ARAUCÁRIAS N. 4400,9,-15.83388909,-48.04531519
DF,15,1600,COLÉGIO IDEAL,AVENIDA JEQUITIBÁ N. 325,15,-15.84045103,-48.0372573
DF,15,1619,COLÉGIO VISÃO,"RUA 25 NORTE, LOTE 04",6,-15.8376554,-48.0304727
DF,15,1627,COLÉGIO IDEAL - ENSINO MÉDIO,"AVENIDA ARARIBÁ, LOTE 1",10,-15.8455684,-48.0292938
DF,15,1635,COLÉGIO CEAV JR,"RUA MANACÁ, LOTE 2, LOJA 01 A 14",11,-15.8348401,-48.0088423
DF,15,1643,COLÉGIO ANCHIETA - TAGUATINGA,"QSC 19, QUADRA 27 CONJUNTO A, LOTE 16, ST DE CHÁCARAS - PRIMAVERA, TA",1,-15.8510296,-48.0656652
DF,15,1651,CEUB - ÁGUAS CLARAS,RUA 214 LOTE 1/17 QS 01 TAGUATINGA SUL - DF,5,-15.7921585,-47.9665458
DF,16,1040,ESCOLA CLASSE 61,QNQ 4 LOTE A SETOR Q,16,-15.8051236,-48.1440238
DF,16,1058,ESCOLA CLASSE 16,EQNO 04/06 - SETOR O,10,-15.7904867,-48.1210086
DF,16,1066,ESCOLA CLASSE 17,EQNO 01/03 - SETOR O,13,-15.7974429,-48.123092
DF,16,1074,CENTRO EDUCACIONAL 14 (ANTIGO CE 15),EQNO 11/13 - SETOR O,20,-15.7938996,-48.1295468
DF,16,1082,ESCOLA CLASSE 33,EQNO 13/15 - SETOR O,17,-15.7884434,-48.1313352
DF,16,1090,CENTRO DE ENSINO FUNDAMENTAL 26 (ANTIGA EC 30),EQNO 5/7 - SETOR O,15,-15.7864591,-48.1262056
DF,16,1104,ESCOLA CLASSE 62,QNQ 01 - AREA ESPECIAL,14,-15.8039749,-48.139221
DF,16,1120,ESCOLA CLASSE 34,EQNP 17/13 - SETOR P NORTE,14,-15.80701092,-48.13091543
DF,16,1139,CENTRO DE ENSINO FUNDAMENTAL 12,EQNO 02/04 - SETOR O,11,-15.7959858,-48.1194171
DF,16,1147,ESCOLA CLASSE 31,EQNO 09/11 - SETOR O,16,-15.7990799,-48.1275362
DF,16,1155,CENTRO DE ENSINO FUNDAMENTAL 31 (ANTIGO CE 17 E 53),EQNO 17 CONJUNTO H LOTE 02 - EXPANSÃO SETOR O,15,-15.7982256,-48.1342658
DF,16,1163,CENTRO DE ENSINO MÉDIO 09,EQNO 03/05 SETOR O,16,-15.7917034,-48.124321
DF,16,1171,CENTRO DE ENSINO FUNDAMENTAL BOA ESPERANÇA,BR 070 - DF 180/190 FAZENDA CACHOEIRA NUCLEO RURAL BOA ESPERANCA,3,-15.8284845,-48.2466984
DF,16,1180,CENTRO DE ENSINO FUNDAMENTAL 30,AREA ESPECIAL FRENTE MODULO 07 -  CONDOMINIO PRIVE,11,-15.7858267,-48.1380054
DF,16,1198,CENTRO EDUCACIONAL INCRA 09,NRAG - NUCLEO RURAL ALEXANDRE GUSMAO KM 16 BR 070 INCRA 09,5,-15.7842501,-48.1939626
DF,16,1210,ESCOLA CLASSE 38,EQNP 15/19 - AREA ESPECIAL - SETOR P NORTE,10,-15.80855613,-48.13537108
DF,16,1228,CENTRO DE ENSINO MEDIO 12,QNP 13 - AREA ESPECIAL - SETOR P NORTE,5,-15.80943551,-48.13025988
DF,16,1236,ESCOLA CLASSE 55,EQNO 19/20 - CONJUNTO C -  ÁREA ESPECIAL - EXPANSÃO SETOR O,7,-15.7904767,-48.1421501
DF,16,1244,ESCOLA CLASSE 56,EQNO 18 CONJUNTO I LOTE 2 - EXPANSÃO DO SETOR O,8,-15.7940781,-48.136502
DF,16,1252,CENTRO DE ENSINO FUNDAMENTAL 34 (ANTIGA EC 60),QNO 19 CONJUNTO B LOTE 01 - EXPANSÃO DO SETOR O,11,-15.7944009,-48.1386352
DF,16,1260,CENTRO EDUCACIONAL 16 (ANTIGO CEF 24),QNQ 03,11,-15.8042868,-48.1434156
DF,16,1279,ESCOLA CLASSE 65,QNR 02 - ÁREA ESPECIAL 04,11,-15.8063304,-48.1601555
DF,16,1287,CENTRO DE ENSINO FUNDAMENTAL 27,QNR 01 AREA ESPECIAL03,15,-15.8056056,-48.1507898
DF,16,1295,CENTRO DE ENSINO FUNDAMENTAL 28,QNP 21 AREA ESPECIAL - SETOR HABITACIONAL SOL NASCENTE,6,-15.8114953,-48.1395604
DF,16,1309,ESCOLA CLASSE DO SETOR P NORTE,RUA DA CASCALHEIRA S/N - VC 311,3,-15.8318172,-48.1380688
DF,16,1317,ESCOLA CLASSE 66,AV.CORREGO DAS CORUJAS S/N - SETOR HABITACIONAL SOL NASCENTE TRECHO 3,17,-15.8180748,-48.1534937
DF,16,1325,CENTRO  EDUCACIONAL 02,PRACA DO LAÇO - SETOR NORTE,9,-15.6813064,-48.1978699
DF,16,1333,ESCOLA CLASSE N. 05 - GB,AE N. 01,4,-15.6876376,-48.1915164
DF,16,1341,ESCOLA CLASSE  ALMECEGAS,ZONA RURAL FAZ. ALMECEGAS BR-080 - DF 206 VC 505,2,-15.5388316,-48.1687854
DF,16,1350,CENTRO EDUCACIONAL 04 (CURRALINHO),"BR 080 KM 37 FAZ. CURRALINHO, ESTRADA DE PADRE BERNARDO",2,-15.5343677,-48.1905073
DF,16,1368,CENTRO DE ENSINO ESPECIAL - CENEBRAZ,EQ 2/4 LOTE A - SETOR NORTE,8,-15.6812593,-48.1917477
DF,16,1376,ESCOLA CLASSE POLO AGRICOLA TORRE,ZR - DF 001 (EPCT) DF 430/415 KM 06,3,-15.6268943,-48.1201404
DF,16,1384,ESCOLA CLASSE N 03,EQ 6/8,8,-15.6770577,-48.1928985
DF,16,1392,ESCOLA CLASSE N 01,AE N 03,6,-15.6817622,-48.2019094
DF,16,1406,ESCOLA CLASSE N. 01 - INCRA 08,INCRA 08 - QUADRA 18 LOTE 01,7,-15.7402407,-48.1702771
DF,16,1414,CENTRO DE CONVIVÊNCIA BRAZLÂNDIA CENTRAL (COSE),AE 01 LOTE K/L/M/N - SETOR NORTE,2,-15.6826374,-48.1973122
DF,16,1422,ESCOLA CLASSE 07,Q. 38 AE N. 02,8,-15.6649246,-48.2020794
DF,16,1430,ESCOLA CLASSE 09,EQ 45/55 - VILA SÃO JOSÉ,9,-15.6585428,-48.1907291
DF,16,1449,ESCOLA CLASSE N. 06,QD. 38 AE N. 01,6,-15.6647862,-48.2009197
DF,16,1457,CENTRO INTERESCOLAR DE LINGUAS DE BRAZLANDIA - CILB,ÁREA ESPECIAL 07 QUADRA 02 - SETOR TRADICIONAL,9,-15.6859633,-48.2019204
DF,16,1465,CENTRO DE ENSINO FUNDAMENTAL N. 01,"PIQ( PROGRAMA DE INTEGRAÇÃO DE QUADRAS) Q. 06 LT. 02, SETOR VEREDAS",11,-15.6665298,-48.2008045
DF,16,1473,CENTRO DE ENSINO FUNDAMENTAL VENDINHA,BR - 080 KM 25 ESTRADA DE BRAZLÂNDIA PARA PADRE BERNARDO,2,-15.6211036,-48.1993693
DF,16,1481,ESCOLA CLASSE RURAL CHAPADINHA,"ZR - DF 240 (DF 008) DF 445, 4 KM ESQ.",3,-15.675223,-48.1516032
DF,16,1490,CENTRO DE ENSINO MEDIO N. 01,QD. 04 AE N. 02,11,-15.6878186,-48.1959467
DF,16,1503,ESCOLA CLASSE INCRA 06,"ZR - ROD. DF 180, KM 06 (DCAG), N.R.ALEX. GUSMAO",3,-15.7284949,-48.1925705
DF,16,1511,CENTRO DE EDUCACAO INFANTIL 01 DE BRAZLANDIA,"PIQ 05, LOTE 01, SETOR VEREDAS",4,-15.667385,-48.19872
DF,16,1520,ESCOLA CLASSE BUCANHAO,"ZR-DF-240-ACESSO P/VSJ, KM 3,7",2,-15.636873,-48.1696093
DF,16,1538,CENTRO EDUCACIONAL IRMÃ MARIA REGINA VELANES RÉGIS,"ZR DF 001 (EPCT) DF 430, RODEADOR",4,-15.6753482,-48.1030879
DF,16,1546,CENTRO ENSINO MÉDIO Nº 02,"QUADRA 36 AE 03, VILA SÃO JOSÉ",11,-15.6662732,-48.1966249
DF,16,1554,CENTRO DE ENSINO FUNDAMENTAL N. 02,QUADRA 12 ÁREA ESPECIAL 05 - SETOR NORTE,6,-15.6723033,-48.1943117
DF,16,1562,CENTRO DE ENSINO FUNDAMENTAL- INCRA 08,"ZR - DF 070, DF 180 - ALEXANDRE GUSMAO",8,-15.7437574,-48.1701261
DF,16,1570,ESCOLA CLASSE  INCRA 07,"ZR - DF 249 - DF 008, N.R.ALEX. GUSMAO",2,-15.7489835,-48.11491
